Fold,Epoch,Loss,Accuracy,Pred_Real,Pred_Fake,True_Real,True_Fake,TN,FP,FN,TP
1,0,0.7703168392181396,0.4140625,128,0,53,75,53,0,75,0
1,1,2.6308441162109375,0.4140625,128,0,53,75,53,0,75,0
1,2,0.8935142755508423,0.515625,113,15,53,75,52,1,61,14
1,3,0.6757086515426636,0.5859375,0,128,53,75,0,53,0,75
1,4,0.7788506746292114,0.5859375,0,128,53,75,0,53,0,75
1,5,0.791455864906311,0.5859375,0,128,53,75,0,53,0,75
1,6,0.76018887758255,0.5859375,0,128,53,75,0,53,0,75
1,7,0.7329984903335571,0.5859375,0,128,53,75,0,53,0,75
1,8,0.7156751751899719,0.5859375,0,128,53,75,0,53,0,75
1,9,0.7035718560218811,0.5859375,0,128,53,75,0,53,0,75
1,10,0.6971545219421387,0.5859375,0,128,53,75,0,53,0,75
1,11,0.690352201461792,0.5859375,0,128,53,75,0,53,0,75
1,12,0.6851983070373535,0.5859375,0,128,53,75,0,53,0,75
1,13,0.6770398020744324,0.578125,3,125,53,75,1,52,2,73
1,14,0.6671470999717712,0.6015625,40,88,53,75,21,32,19,56
1,15,0.6539765000343323,0.5390625,76,52,53,75,35,18,41,34
1,16,0.6476698517799377,0.5390625,100,28,53,75,47,6,53,22
1,17,0.6338694095611572,0.5234375,106,22,53,75,49,4,57,18
1,18,0.6190519332885742,0.53125,107,21,53,75,50,3,57,18
1,19,0.6069207787513733,0.53125,107,21,53,75,50,3,57,18
1,20,0.5941232442855835,0.5546875,102,26,53,75,49,4,53,22
1,21,0.5739554166793823,0.59375,97,31,53,75,49,4,48,27
1,22,0.5527184009552002,0.6171875,92,36,53,75,48,5,44,31
1,23,0.536409854888916,0.6328125,90,38,53,75,48,5,42,33
1,24,0.5180377960205078,0.640625,89,39,53,75,48,5,41,34
1,25,0.49848631024360657,0.6484375,86,42,53,75,47,6,39,36
1,26,0.46942806243896484,0.6796875,82,46,53,75,47,6,35,40
1,27,0.44257915019989014,0.6875,81,47,53,75,47,6,34,41
1,28,0.4237707555294037,0.6953125,76,52,53,75,45,8,31,44
1,29,0.40525007247924805,0.734375,69,59,53,75,44,9,25,50
1,30,0.3725322484970093,0.71875,65,63,53,75,41,12,24,51
1,31,0.36077263951301575,0.703125,61,67,53,75,38,15,23,52
1,32,0.3340665400028229,0.71875,57,71,53,75,37,16,20,55
1,33,0.3137112259864807,0.7265625,54,74,53,75,36,17,18,57
1,34,0.3020254075527191,0.75,51,77,53,75,36,17,15,60
1,35,0.2952359914779663,0.75,51,77,53,75,36,17,15,60
1,36,0.2702237069606781,0.75,53,75,53,75,37,16,16,59
1,37,0.2478664070367813,0.7578125,54,74,53,75,38,15,16,59
1,38,0.23900924623012543,0.78125,51,77,53,75,38,15,13,62
1,39,0.23050178587436676,0.78125,51,77,53,75,38,15,13,62
1,40,0.20722350478172302,0.7734375,54,74,53,75,39,14,15,60
1,41,0.20469392836093903,0.7734375,54,74,53,75,39,14,15,60
1,42,0.19157743453979492,0.7734375,54,74,53,75,39,14,15,60
1,43,0.1760321706533432,0.7734375,54,74,53,75,39,14,15,60
1,44,0.1701309233903885,0.75,55,73,53,75,38,15,17,58
1,45,0.1655835658311844,0.765625,53,75,53,75,38,15,15,60
1,46,0.14475448429584503,0.7734375,50,78,53,75,37,16,13,62
1,47,0.14322029054164886,0.7734375,50,78,53,75,37,16,13,62
1,48,0.1322573870420456,0.78125,49,79,53,75,37,16,12,63
1,49,0.11337286978960037,0.78125,49,79,53,75,37,16,12,63
2,0,0.7012560963630676,0.4094488188976378,127,0,52,75,52,0,75,0
2,1,2.8935415744781494,0.5905511811023622,0,127,52,75,0,52,0,75
2,2,0.49838897585868835,0.5905511811023622,0,127,52,75,0,52,0,75
2,3,0.6693844199180603,0.5984251968503937,1,126,52,75,1,51,0,75
2,4,0.5976492166519165,0.7952755905511811,48,79,52,75,37,15,11,64
2,5,0.4938580393791199,0.7244094488188977,81,46,52,75,49,3,32,43
2,6,0.4393974840641022,0.6850393700787402,86,41,52,75,49,3,37,38
2,7,0.4256088435649872,0.7165354330708661,82,45,52,75,49,3,33,42
2,8,0.39676108956336975,0.7874015748031497,69,58,52,75,47,5,22,53
