Fold,Epoch,Loss,Accuracy,Pred_Real,Pred_Fake,True_Real,True_Fake,TN,FP,FN,TP
4,33,0.27767613530158997,0.7165354330708661,24,103,52,75,20,32,4,71
4,34,0.24325022101402283,0.7244094488188977,29,98,52,75,23,29,6,69
4,35,0.24801237881183624,0.7086614173228346,27,100,52,75,21,31,6,69
4,36,0.21033373475074768,0.7244094488188977,25,102,52,75,21,31,4,71
4,37,0.2173120081424713,0.7322834645669292,30,97,52,75,24,28,6,69
4,38,0.17583243548870087,0.7716535433070866,39,88,52,75,31,21,8,67
4,39,0.1776641607284546,0.7559055118110236,39,88,52,75,30,22,9,66
4,40,0.14418639242649078,0.7401574803149606,37,90,52,75,28,24,9,66
4,41,0.13620047271251678,0.7401574803149606,37,90,52,75,28,24,9,66
4,42,0.1236974447965622,0.7716535433070866,43,84,52,75,33,19,10,65
4,43,0.10506333410739899,0.7716535433070866,45,82,52,75,34,18,11,64
4,44,0.1018340066075325,0.7795275590551181,44,83,52,75,34,18,10,65
4,45,0.09432658553123474,0.7637795275590551,42,85,52,75,32,20,10,65
4,46,0.08746550977230072,0.7795275590551181,42,85,52,75,33,19,9,66
4,47,0.08117940276861191,0.7795275590551181,44,83,52,75,34,18,10,65
4,48,0.06734338402748108,0.8110236220472441,52,75,52,75,40,12,12,63
4,49,0.07319167256355286,0.7874015748031497,49,78,52,75,37,15,12,63
5,0,0.7085508108139038,0.5905511811023622,0,127,52,75,0,52,0,75
5,1,49.882423400878906,0.5905511811023622,0,127,52,75,0,52,0,75
5,2,8.701099395751953,0.4094488188976378,127,0,52,75,52,0,75,0
5,3,2.4275853633880615,0.4094488188976378,127,0,52,75,52,0,75,0
5,4,2.025752544403076,0.41732283464566927,126,1,52,75,52,0,74,1
5,5,1.1363012790679932,0.4251968503937008,125,2,52,75,52,0,73,2
5,6,0.7825511693954468,0.4409448818897638,119,8,52,75,50,2,69,6
5,7,0.6790110468864441,0.5118110236220472,100,27,52,75,45,7,55,20
5,8,0.5487971305847168,0.5590551181102362,88,39,52,75,42,10,46,29
5,9,0.46330526471138,0.5826771653543307,91,36,52,75,45,7,46,29
5,10,0.37326714396476746,0.5433070866141733,100,27,52,75,47,5,53,22
5,11,0.33418264985084534,0.5590551181102362,104,23,52,75,50,2,54,21
5,12,0.42561376094818115,0.5905511811023622,96,31,52,75,48,4,48,27
5,13,0.6550812125205994,0.5905511811023622,100,27,52,75,50,2,50,25
5,14,0.2467135190963745,0.5669291338582677,103,24,52,75,50,2,53,22
5,15,0.42134153842926025,0.6220472440944882,96,31,52,75,50,2,46,29
5,16,0.30778542160987854,0.7244094488188977,79,48,52,75,48,4,31,44
5,17,0.19746412336826324,0.7480314960629921,70,57,52,75,45,7,25,50
5,18,0.262899786233902,0.7480314960629921,66,61,52,75,43,9,23,52
5,19,0.18561026453971863,0.7559055118110236,69,58,52,75,45,7,24,51
5,20,0.1452638953924179,0.7559055118110236,69,58,52,75,45,7,24,51
5,21,0.16853103041648865,0.7401574803149606,67,60,52,75,43,9,24,51
5,22,0.14599640667438507,0.7322834645669292,66,61,52,75,42,10,24,51
5,23,0.10708797723054886,0.7480314960629921,62,65,52,75,41,11,21,54
5,24,0.1172073632478714,0.7480314960629921,62,65,52,75,41,11,21,54
5,25,0.09964482486248016,0.7480314960629921,64,63,52,75,42,10,22,53
5,26,0.08718618750572205,0.7559055118110236,65,62,52,75,43,9,22,53
5,27,0.08602295070886612,0.7637795275590551,62,65,52,75,42,10,20,55
5,28,0.07169926911592484,0.7795275590551181,56,71,52,75,40,12,16,59
5,29,0.06364301592111588,0.7874015748031497,51,76,52,75,38,14,13,62
5,30,0.06129257008433342,0.7874015748031497,51,76,52,75,38,14,13,62
5,31,0.06216324493288994,0.7874015748031497,51,76,52,75,38,14,13,62
