Fold,Epoch,Train_Loss,Test_Loss,Train_Acc,Test_Acc,Precision,Recall,Train_CM,Test_CM
2,9,0.553727388381958,0.6428066492080688,0.7577290612703766,0.7086614173228346,0.7638888888888888,0.7333333333333333,"[[555, 176], [255, 793]]","[[35, 17], [20, 55]]"
2,10,0.5469598174095154,0.6482393741607666,0.7672849915682968,0.7244094488188977,0.7631578947368421,0.7733333333333333,"[[521, 210], [204, 844]]","[[34, 18], [17, 58]]"
2,11,0.5449970364570618,0.6269469261169434,0.7712197863968522,0.7401574803149606,0.7837837837837838,0.7733333333333333,"[[548, 183], [224, 824]]","[[36, 16], [17, 58]]"
2,12,0.5207626819610596,0.6094570755958557,0.7667228780213603,0.7322834645669292,0.7887323943661971,0.7466666666666667,"[[572, 159], [256, 792]]","[[37, 15], [19, 56]]"
2,13,0.5184148550033569,0.5926510095596313,0.7695334457560428,0.7322834645669292,0.7971014492753623,0.7333333333333333,"[[592, 139], [271, 777]]","[[38, 14], [20, 55]]"
2,14,0.49794456362724304,0.5770963430404663,0.7655986509274874,0.7401574803149606,0.8181818181818182,0.72,"[[614, 117], [300, 748]]","[[40, 12], [21, 54]]"
2,15,0.506804883480072,0.5687954425811768,0.7678471051152332,0.7480314960629921,0.8208955223880597,0.7333333333333333,"[[609, 122], [291, 757]]","[[40, 12], [20, 55]]"
2,16,0.4959654211997986,0.5706545114517212,0.774592467678471,0.7559055118110236,0.8142857142857143,0.76,"[[590, 141], [260, 788]]","[[39, 13], [18, 57]]"
2,17,0.4791087508201599,0.5777053833007812,0.7858347386172007,0.7637795275590551,0.8082191780821918,0.7866666666666666,"[[571, 160], [221, 827]]","[[38, 14], [16, 59]]"
2,18,0.48790767788887024,0.5763396620750427,0.7847105115233277,0.7637795275590551,0.8082191780821918,0.7866666666666666,"[[568, 163], [220, 828]]","[[38, 14], [16, 59]]"
2,19,0.48325052857398987,0.5582306385040283,0.7875210792580101,0.7559055118110236,0.8142857142857143,0.76,"[[590, 141], [237, 811]]","[[39, 13], [18, 57]]"
2,20,0.4753338098526001,0.5392445921897888,0.7774030354131535,0.7401574803149606,0.8088235294117647,0.7333333333333333,"[[606, 125], [271, 777]]","[[39, 13], [20, 55]]"
2,21,0.471219539642334,0.5262482762336731,0.7751545812254075,0.7165354330708661,0.8,0.6933333333333334,"[[630, 101], [299, 749]]","[[39, 13], [23, 52]]"
2,22,0.4694502353668213,0.5237908959388733,0.7740303541315345,0.7244094488188977,0.8333333333333334,0.6666666666666666,"[[650, 81], [321, 727]]","[[42, 10], [25, 50]]"
2,23,0.47176358103752136,0.5186945199966431,0.7863968521641371,0.7244094488188977,0.8125,0.6933333333333334,"[[642, 89], [291, 757]]","[[40, 12], [23, 52]]"
2,24,0.4525768756866455,0.5166072249412537,0.7925801011804384,0.7401574803149606,0.8181818181818182,0.72,"[[633, 98], [271, 777]]","[[40, 12], [21, 54]]"
2,25,0.4524734318256378,0.5174978971481323,0.7993254637436762,0.7401574803149606,0.8088235294117647,0.7333333333333333,"[[615, 116], [241, 807]]","[[39, 13], [20, 55]]"
2,26,0.4482648968696594,0.5217858552932739,0.8055087127599775,0.7401574803149606,0.7837837837837838,0.7733333333333333,"[[601, 130], [216, 832]]","[[36, 16], [17, 58]]"
2,27,0.442732572555542,0.5253027081489563,0.8055087127599775,0.7480314960629921,0.7866666666666666,0.7866666666666666,"[[586, 145], [201, 847]]","[[36, 16], [16, 59]]"
2,28,0.44660326838493347,0.5316096544265747,0.804946599213041,0.7559055118110236,0.7894736842105263,0.8,"[[573, 158], [189, 859]]","[[36, 16], [15, 60]]"
2,29,0.44039684534072876,0.536266565322876,0.8088813940415964,0.7637795275590551,0.7922077922077922,0.8133333333333334,"[[572, 159], [181, 867]]","[[36, 16], [14, 61]]"
2,30,0.4426824748516083,0.536607027053833,0.8100056211354694,0.7559055118110236,0.7894736842105263,0.8,"[[575, 156], [182, 866]]","[[36, 16], [15, 60]]"
2,31,0.43580934405326843,0.535313606262207,0.8094435075885329,0.7480314960629921,0.7866666666666666,0.7866666666666666,"[[580, 151], [188, 860]]","[[36, 16], [16, 59]]"
3,0,0.8289241790771484,0.9155454635620117,0.4440697020798201,0.4251968503937008,0.625,0.06666666666666667,"[[707, 24], [965, 83]]","[[49, 3], [70, 5]]"
3,1,0.9244531989097595,0.7768822312355042,0.47835862844294547,0.4251968503937008,0.5833333333333334,0.09333333333333334,"[[713, 18], [910, 138]]","[[47, 5], [68, 7]]"
3,2,0.7509505748748779,0.7121616005897522,0.6610455311973018,0.6614173228346457,0.7352941176470589,0.6666666666666666,"[[564, 167], [436, 612]]","[[34, 18], [25, 50]]"
3,3,0.6295006275177002,0.8476736545562744,0.6739741427768409,0.6456692913385826,0.6595744680851063,0.8266666666666667,"[[359, 372], [208, 840]]","[[20, 32], [13, 62]]"
3,4,0.6731809377670288,0.8312234282493591,0.7032040472175379,0.6771653543307087,0.6888888888888889,0.8266666666666667,"[[412, 319], [209, 839]]","[[24, 28], [13, 62]]"
3,5,0.6472119092941284,0.7076897025108337,0.7178189994378864,0.6929133858267716,0.75,0.72,"[[542, 189], [313, 735]]","[[34, 18], [21, 54]]"
3,6,0.5978180766105652,0.5913744568824768,0.6818437324339517,0.6692913385826772,0.8,0.5866666666666667,"[[644, 87], [479, 569]]","[[41, 11], [31, 44]]"
3,7,0.5740311145782471,0.5752342939376831,0.6649803260258572,0.6614173228346457,0.8809523809523809,0.49333333333333335,"[[673, 58], [538, 510]]","[[47, 5], [38, 37]]"
3,8,0.6032723188400269,0.5619533061981201,0.685778527262507,0.6850393700787402,0.8571428571428571,0.56,"[[666, 65], [494, 554]]","[[45, 7], [33, 42]]"
3,9,0.5709205269813538,0.5727365016937256,0.7279370432827431,0.7007874015748031,0.7936507936507936,0.6666666666666666,"[[615, 116], [368, 680]]","[[39, 13], [25, 50]]"
3,10,0.5339981913566589,0.6099072098731995,0.7599775154581225,0.7401574803149606,0.7625,0.8133333333333334,"[[546, 185], [242, 806]]","[[33, 19], [14, 61]]"
3,11,0.5313968658447266,0.6571810245513916,0.7622259696458684,0.7401574803149606,0.7441860465116279,0.8533333333333334,"[[481, 250], [173, 875]]","[[30, 22], [11, 64]]"
3,12,0.5383232235908508,0.6385501027107239,0.7678471051152332,0.7480314960629921,0.7471264367816092,0.8666666666666667,"[[489, 242], [171, 877]]","[[30, 22], [10, 65]]"
3,13,0.5312603712081909,0.5738896131515503,0.7734682405845981,0.7165354330708661,0.7532467532467533,0.7733333333333333,"[[558, 173], [230, 818]]","[[33, 19], [17, 58]]"
3,14,0.5148085355758667,0.5256591439247131,0.7566048341765037,0.7401574803149606,0.828125,0.7066666666666667,"[[636, 95], [338, 710]]","[[41, 11], [22, 53]]"
3,15,0.5115694403648376,0.522535502910614,0.7476110174255199,0.7559055118110236,0.8793103448275862,0.68,"[[667, 64], [385, 663]]","[[45, 7], [24, 51]]"
3,16,0.5108031630516052,0.5158365964889526,0.7566048341765037,0.7480314960629921,0.864406779661017,0.68,"[[662, 69], [364, 684]]","[[44, 8], [24, 51]]"
3,17,0.5176105499267578,0.5209701061248779,0.7740303541315345,0.7716535433070866,0.8484848484848485,0.7466666666666667,"[[634, 97], [305, 743]]","[[42, 10], [19, 56]]"
3,18,0.488373726606369,0.5329183340072632,0.7774030354131535,0.7716535433070866,0.8108108108108109,0.8,"[[604, 127], [269, 779]]","[[38, 14], [15, 60]]"
3,19,0.4756176471710205,0.5484511852264404,0.7858347386172007,0.7795275590551181,0.8133333333333334,0.8133333333333334,"[[586, 145], [236, 812]]","[[38, 14], [14, 61]]"
3,20,0.4649798572063446,0.5677543878555298,0.7942664418212478,0.7716535433070866,0.7804878048780488,0.8533333333333334,"[[577, 154], [212, 836]]","[[34, 18], [11, 64]]"
3,21,0.48758673667907715,0.5490924119949341,0.7931422147273749,0.7952755905511811,0.8266666666666667,0.8266666666666667,"[[591, 140], [228, 820]]","[[39, 13], [13, 62]]"
3,22,0.4691368043422699,0.5114424228668213,0.7914558740865655,0.7952755905511811,0.8450704225352113,0.8,"[[622, 109], [262, 786]]","[[41, 11], [15, 60]]"
3,23,0.4630940854549408,0.47898465394973755,0.77796514896009,0.7952755905511811,0.855072463768116,0.7866666666666666,"[[645, 86], [309, 739]]","[[42, 10], [16, 59]]"
3,24,0.45479899644851685,0.46655353903770447,0.7723440134907251,0.7874015748031497,0.8636363636363636,0.76,"[[659, 72], [333, 715]]","[[43, 9], [18, 57]]"
3,25,0.4575013518333435,0.4617542326450348,0.7751545812254075,0.7952755905511811,0.8656716417910447,0.7733333333333333,"[[657, 74], [326, 722]]","[[43, 9], [17, 58]]"
3,26,0.45164841413497925,0.4641936421394348,0.7903316469926925,0.8031496062992126,0.8676470588235294,0.7866666666666666,"[[645, 86], [287, 761]]","[[43, 9], [16, 59]]"
3,27,0.43536829948425293,0.47128331661224365,0.8015739179314222,0.8110236220472441,0.8493150684931506,0.8266666666666667,"[[623, 108], [245, 803]]","[[41, 11], [13, 62]]"
3,28,0.43822383880615234,0.4750036299228668,0.8043844856661045,0.8031496062992126,0.8378378378378378,0.8266666666666667,"[[613, 118], [230, 818]]","[[40, 12], [13, 62]]"
3,29,0.435221403837204,0.48319724202156067,0.8094435075885329,0.8188976377952756,0.8333333333333334,0.8666666666666667,"[[599, 132], [207, 841]]","[[39, 13], [10, 65]]"
3,30,0.42538049817085266,0.48672112822532654,0.8116919617762788,0.8031496062992126,0.8205128205128205,0.8533333333333334,"[[594, 137], [198, 850]]","[[38, 14], [11, 64]]"
3,31,0.42916062474250793,0.4833540618419647,0.8111298482293423,0.8031496062992126,0.8205128205128205,0.8533333333333334,"[[600, 131], [205, 843]]","[[38, 14], [11, 64]]"
3,32,0.4249331057071686,0.4709223806858063,0.8066329398538504,0.7952755905511811,0.8356164383561644,0.8133333333333334,"[[618, 113], [231, 817]]","[[40, 12], [14, 61]]"
3,33,0.42430660128593445,0.46047332882881165,0.80831928049466,0.8110236220472441,0.8591549295774648,0.8133333333333334,"[[633, 98], [243, 805]]","[[42, 10], [14, 61]]"
3,34,0.4201982617378235,0.4594266414642334,0.8094435075885329,0.8110236220472441,0.8591549295774648,0.8133333333333334,"[[641, 90], [249, 799]]","[[42, 10], [14, 61]]"
3,35,0.416206955909729,0.46210983395576477,0.8122540753232153,0.8110236220472441,0.8695652173913043,0.8,"[[649, 82], [252, 796]]","[[43, 9], [15, 60]]"
3,36,0.41634413599967957,0.4631412923336029,0.8100056211354694,0.8110236220472441,0.8695652173913043,0.8,"[[646, 85], [253, 795]]","[[43, 9], [15, 60]]"
3,37,0.4151284992694855,0.4697357714176178,0.8100056211354694,0.8110236220472441,0.8695652173913043,0.8,"[[638, 93], [245, 803]]","[[43, 9], [15, 60]]"
3,38,0.41267073154449463,0.4764035642147064,0.8133783024170883,0.8346456692913385,0.875,0.84,"[[631, 100], [232, 816]]","[[43, 9], [12, 63]]"
3,39,0.41071435809135437,0.4803084433078766,0.8167509836987071,0.8346456692913385,0.875,0.84,"[[625, 106], [220, 828]]","[[43, 9], [12, 63]]"
3,40,0.4113672375679016,0.48101454973220825,0.8229342327150084,0.8346456692913385,0.8648648648648649,0.8533333333333334,"[[623, 108], [207, 841]]","[[42, 10], [11, 64]]"
3,41,0.39695173501968384,0.4786127805709839,0.8240584598088814,0.8267716535433071,0.8533333333333334,0.8533333333333334,"[[623, 108], [205, 843]]","[[41, 11], [11, 64]]"
3,42,0.39859944581985474,0.47234082221984863,0.8240584598088814,0.8346456692913385,0.8648648648648649,0.8533333333333334,"[[625, 106], [207, 841]]","[[42, 10], [11, 64]]"
3,43,0.40447163581848145,0.4596942067146301,0.8184373243395165,0.8267716535433071,0.8732394366197183,0.8266666666666667,"[[632, 99], [224, 824]]","[[43, 9], [13, 62]]"
3,44,0.396609902381897,0.44773370027542114,0.818999437886453,0.8267716535433071,0.8840579710144928,0.8133333333333334,"[[643, 88], [234, 814]]","[[44, 8], [14, 61]]"
3,45,0.39079803228378296,0.44361260533332825,0.8195615514333895,0.8346456692913385,0.8970588235294118,0.8133333333333334,"[[649, 82], [239, 809]]","[[45, 7], [14, 61]]"
3,46,0.3972606062889099,0.4409366250038147,0.8184373243395165,0.8346456692913385,0.8970588235294118,0.8133333333333334,"[[648, 83], [240, 808]]","[[45, 7], [14, 61]]"
3,47,0.3958386182785034,0.4386395215988159,0.818999437886453,0.8346456692913385,0.8970588235294118,0.8133333333333334,"[[647, 84], [238, 810]]","[[45, 7], [14, 61]]"
3,48,0.3926261365413666,0.4363783597946167,0.8201236649803261,0.8346456692913385,0.8970588235294118,0.8133333333333334,"[[646, 85], [235, 813]]","[[45, 7], [14, 61]]"
3,49,0.3987291157245636,0.43481355905532837,0.8234963462619449,0.84251968503937,0.8985507246376812,0.8266666666666667,"[[645, 86], [228, 820]]","[[45, 7], [13, 62]]"
3,50,0.3948670029640198,0.4354872405529022,0.8268690275435638,0.8503937007874016,0.9,0.84,"[[644, 87], [221, 827]]","[[45, 7], [12, 63]]"
3,51,0.3923476040363312,0.4373990595340729,0.8268690275435638,0.8582677165354331,0.8904109589041096,0.8666666666666667,"[[638, 93], [215, 833]]","[[44, 8], [10, 65]]"
3,52,0.3896375596523285,0.4396546185016632,0.8296795952782462,0.8582677165354331,0.8904109589041096,0.8666666666666667,"[[633, 98], [205, 843]]","[[44, 8], [10, 65]]"
3,53,0.3979470729827881,0.4436298608779907,0.8336143901068016,0.8503937007874016,0.8783783783783784,0.8666666666666667,"[[631, 100], [196, 852]]","[[43, 9], [10, 65]]"
3,54,0.3895098865032196,0.4449089765548706,0.835300730747611,0.8503937007874016,0.868421052631579,0.88,"[[629, 102], [191, 857]]","[[42, 10], [9, 66]]"
3,55,0.3965068757534027,0.44239887595176697,0.835300730747611,0.8582677165354331,0.8904109589041096,0.8666666666666667,"[[631, 100], [193, 855]]","[[44, 8], [10, 65]]"
3,56,0.3919793963432312,0.43771034479141235,0.8341765036537381,0.8582677165354331,0.8904109589041096,0.8666666666666667,"[[635, 96], [199, 849]]","[[44, 8], [10, 65]]"
3,57,0.38800162076950073,0.4320841133594513,0.8330522765598651,0.8661417322834646,0.9027777777777778,0.8666666666666667,"[[643, 88], [209, 839]]","[[45, 7], [10, 65]]"
3,58,0.38618189096450806,0.4258044958114624,0.8319280494659921,0.8503937007874016,0.9,0.84,"[[651, 80], [219, 829]]","[[45, 7], [12, 63]]"
3,59,0.3880195915699005,0.4204270541667938,0.8268690275435638,0.84251968503937,0.8985507246376812,0.8266666666666667,"[[658, 73], [235, 813]]","[[45, 7], [13, 62]]"
3,60,0.3867793381214142,0.4178038239479065,0.8234963462619449,0.84251968503937,0.8985507246376812,0.8266666666666667,"[[661, 70], [244, 804]]","[[45, 7], [13, 62]]"
3,61,0.38986775279045105,0.41586679220199585,0.8240584598088814,0.8346456692913385,0.8970588235294118,0.8133333333333334,"[[663, 68], [245, 803]]","[[45, 7], [14, 61]]"
3,62,0.384443461894989,0.41526612639427185,0.8246205733558178,0.8346456692913385,0.8970588235294118,0.8133333333333334,"[[663, 68], [244, 804]]","[[45, 7], [14, 61]]"
3,63,0.3866693377494812,0.4156690835952759,0.8257448004496908,0.84251968503937,0.8985507246376812,0.8266666666666667,"[[661, 70], [240, 808]]","[[45, 7], [13, 62]]"
3,64,0.3799579441547394,0.41651421785354614,0.8291174817313097,0.84251968503937,0.8985507246376812,0.8266666666666667,"[[660, 71], [233, 815]]","[[45, 7], [13, 62]]"
3,65,0.3850225508213043,0.418795645236969,0.8302417088251827,0.84251968503937,0.8985507246376812,0.8266666666666667,"[[658, 73], [229, 819]]","[[45, 7], [13, 62]]"
3,66,0.3849369287490845,0.422473669052124,0.8324901630129287,0.8503937007874016,0.9,0.84,"[[654, 77], [221, 827]]","[[45, 7], [12, 63]]"
3,67,0.37822726368904114,0.42672884464263916,0.8375491849353569,0.8582677165354331,0.9014084507042254,0.8533333333333334,"[[652, 79], [210, 838]]","[[45, 7], [11, 64]]"
3,68,0.3772360682487488,0.4312454164028168,0.8420460933108488,0.8661417322834646,0.9027777777777778,0.8666666666666667,"[[649, 82], [199, 849]]","[[45, 7], [10, 65]]"
3,69,0.3790542781352997,0.43569216132164,0.8431703204047217,0.8661417322834646,0.9027777777777778,0.8666666666666667,"[[643, 88], [191, 857]]","[[45, 7], [10, 65]]"
4,0,0.801436722278595,0.818640947341919,0.46318156267566046,0.49606299212598426,0.8235294117647058,0.18666666666666668,"[[665, 66], [889, 159]]","[[49, 3], [61, 14]]"
4,1,0.859821617603302,0.7336295247077942,0.507026419336706,0.5118110236220472,0.8421052631578947,0.21333333333333335,"[[697, 34], [843, 205]]","[[49, 3], [59, 16]]"
4,2,0.723533570766449,0.6184864044189453,0.6677908937605397,0.6299212598425197,0.78,0.52,"[[586, 145], [446, 602]]","[[41, 11], [36, 39]]"
4,3,0.6148030161857605,0.5961837768554688,0.6975829117481731,0.6456692913385826,0.734375,0.6266666666666667,"[[529, 202], [336, 712]]","[[35, 17], [28, 47]]"
4,4,0.6636514663696289,0.5815412998199463,0.6930860033726813,0.6692913385826772,0.8,0.5866666666666667,"[[574, 157], [389, 659]]","[[41, 11], [31, 44]]"
4,5,0.593352198600769,0.5841169357299805,0.6902754356379989,0.6377952755905512,0.8222222222222222,0.49333333333333335,"[[653, 78], [473, 575]]","[[44, 8], [38, 37]]"
4,6,0.5617373585700989,0.5990764498710632,0.6661045531197302,0.6141732283464567,0.8421052631578947,0.4266666666666667,"[[684, 47], [547, 501]]","[[46, 6], [43, 32]]"
4,7,0.5677065253257751,0.5781703591346741,0.6885890949971895,0.6377952755905512,0.8536585365853658,0.4666666666666667,"[[679, 52], [502, 546]]","[[46, 6], [40, 35]]"
4,8,0.5406790971755981,0.5462631583213806,0.7341202922990444,0.7007874015748031,0.8627450980392157,0.5866666666666667,"[[646, 85], [388, 660]]","[[45, 7], [31, 44]]"
4,9,0.5275384187698364,0.5294420719146729,0.7549184935356942,0.7165354330708661,0.8421052631578947,0.64,"[[613, 118], [318, 730]]","[[43, 9], [27, 48]]"
4,10,0.5235536694526672,0.524614691734314,0.7532321528948848,0.7480314960629921,0.8771929824561403,0.6666666666666666,"[[615, 116], [323, 725]]","[[45, 7], [25, 50]]"
4,11,0.507294237613678,0.5270093679428101,0.7554806070826307,0.7401574803149606,0.875,0.6533333333333333,"[[635, 96], [339, 709]]","[[45, 7], [26, 49]]"
4,12,0.5024079084396362,0.525137186050415,0.7571669477234402,0.7401574803149606,0.875,0.6533333333333333,"[[638, 93], [339, 709]]","[[45, 7], [26, 49]]"
4,13,0.48966023325920105,0.5251373052597046,0.7588532883642496,0.7480314960629921,0.9056603773584906,0.64,"[[641, 90], [339, 709]]","[[47, 5], [27, 48]]"
4,14,0.4809707999229431,0.5229511857032776,0.762788083192805,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[637, 94], [328, 720]]","[[46, 6], [26, 49]]"
4,15,0.47176986932754517,0.5190635919570923,0.7729061270376616,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[631, 100], [304, 744]]","[[46, 6], [26, 49]]"
4,16,0.46714305877685547,0.5188915133476257,0.7813378302417088,0.7401574803149606,0.875,0.6533333333333333,"[[633, 98], [291, 757]]","[[45, 7], [26, 49]]"
4,17,0.4642617702484131,0.5216237306594849,0.7813378302417088,0.7401574803149606,0.875,0.6533333333333333,"[[637, 94], [295, 753]]","[[45, 7], [26, 49]]"
4,18,0.46347126364707947,0.5245997309684753,0.7785272625070264,0.7559055118110236,0.8928571428571429,0.6666666666666666,"[[640, 91], [303, 745]]","[[46, 6], [25, 50]]"
4,19,0.4637642502784729,0.5285292863845825,0.7813378302417088,0.7559055118110236,0.8928571428571429,0.6666666666666666,"[[647, 84], [305, 743]]","[[46, 6], [25, 50]]"
4,20,0.4570844769477844,0.53346848487854,0.7762788083192805,0.7559055118110236,0.9074074074074074,0.6533333333333333,"[[649, 82], [316, 732]]","[[47, 5], [26, 49]]"
4,21,0.457919716835022,0.5348072648048401,0.7796514896008994,0.7480314960629921,0.9056603773584906,0.64,"[[650, 81], [311, 737]]","[[47, 5], [27, 48]]"
4,22,0.451651006937027,0.5331206321716309,0.7869589657110736,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[646, 85], [294, 754]]","[[46, 6], [26, 49]]"
4,23,0.4465961456298828,0.5334962010383606,0.7931422147273749,0.7401574803149606,0.8888888888888888,0.64,"[[644, 87], [281, 767]]","[[46, 6], [27, 48]]"
4,24,0.4445003569126129,0.5361791253089905,0.7925801011804384,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[643, 88], [281, 767]]","[[46, 6], [26, 49]]"
4,25,0.4377825856208801,0.5367697477340698,0.7942664418212478,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[644, 87], [279, 769]]","[[46, 6], [26, 49]]"
4,26,0.43804097175598145,0.5375089645385742,0.7959527824620574,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[643, 88], [275, 773]]","[[46, 6], [26, 49]]"
4,27,0.43572691082954407,0.5376049280166626,0.7970770095559303,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[642, 89], [272, 776]]","[[46, 6], [26, 49]]"
4,28,0.43855011463165283,0.5355547666549683,0.8032602585722316,0.7480314960629921,0.8909090909090909,0.6533333333333333,"[[640, 91], [259, 789]]","[[46, 6], [26, 49]]"
4,29,0.43831905722618103,0.5330888628959656,0.8094435075885329,0.7559055118110236,0.8928571428571429,0.6666666666666666,"[[636, 95], [244, 804]]","[[46, 6], [25, 50]]"
4,30,0.42975881695747375,0.5315160751342773,0.8145025295109612,0.7559055118110236,0.8928571428571429,0.6666666666666666,"[[634, 97], [233, 815]]","[[46, 6], [25, 50]]"
4,31,0.4331222474575043,0.5313229560852051,0.8139404159640248,0.7637795275590551,0.8947368421052632,0.68,"[[633, 98], [233, 815]]","[[46, 6], [24, 51]]"
4,32,0.4364953935146332,0.531333863735199,0.8150646430578977,0.7637795275590551,0.8947368421052632,0.68,"[[635, 96], [233, 815]]","[[46, 6], [24, 51]]"
